,price,Condition ,Date ,Views ,City,Motorbike Type ,Make Year,Make,Model,Engine size (cc),Colour,Lot No.,Kilometers,Warranty
1483,"Rs. 4,00,000",Used,6/2/2015,222,Kathmandu,Sportsbike,2014,KTM,Duke 200,200,Black & White,65,400,
1484,"Rs. 3,80,000",Used,9/9/2015,536,Kathmandu,Sportsbike,2014,KTM,Duke 200,200,White n Orange,65,2750,yes
1485,"Rs. 3,35,000",Used,1/2/2015,118,Bhaktapur,Sportsbike,2012,KTM,Duke 200,200,Orange &Black,57,7200,
1486,"Rs. 3,40,000",Used,17/1/2015,1320,Bhaktapur,Sportsbike,2014,KTM,Duke 200,200,Black,61,13000,Manufacturer 1.5 years
1487,"Rs. 3,30,000",Used,17/1/2015,939,Bhaktapur,Sportsbike,2013,KTM,Duke 200,200,Orange,57,10000,Dealer 8 months
1488,"Rs. 3,65,000",Used,11/1/2015,1182,Kathmandu,Sportsbike,2014,KTM,Duke 200,200,White,63,3500,
1489,"Rs. 4,50,000",Used,11/1/2015,1699,Bhaktapur,Sportsbike,2014,KTM,Duke 390,390,Orange Black,62,8500,
1490,"Rs. 2,45,000",Used,9/1/2015,2377,Bhaktapur,Sportsbike,2012,KTM,Duke 200,200,Orange,51,32000,
1491,"Rs. 2,90,000",Used,26/12/2014,1035,Lalitpur,Sportsbike,2012,KTM,Duke 200,200,Orange,51,8000,
1492,"Rs. 3,65,000",Used,19/12/2014,3963,Kathmandu,Sportsbike,2014,KTM,Duke 200,200,Orange &White,63,3500,
1493,"Rs. 4,85,000",Used,11/12/2014,750,Dharan,Sportsbike,2014,KTM,Duke 390,373,white-orange,17,13000,
1494,"Rs. 3,70,000",Used,4/11/2014,166,Bhaktapur,Sportsbike,2013,KTM,Duke 200,200,Black,61,9000,
1495,"Rs. 4,80,000",Used,18/11/2014,652,Lalitpur,Sportsbike,2014,KTM,Duke 390,390,White,60,6500,
1496,"Rs. 3,80,000",Used,11/10/2014,287,Kirtipur,Sportsbike,2014,KTM,Duke 200,200,black,64,6000,2 yrs on engine
1497,"Rs. 6,81,900",New,27/6/2016,47110,Kathmandu,Sportsbike,2015,KTM,RC 390,373,,,,
1498,"Rs. 5,26,900",New,27/6/2016,77416,Kathmandu,Sportsbike,2015,KTM,RC 200,200,,,,
1499,"Rs. 2,80,000",Used,15/9/2014,5686,Pokhara,Sportsbike,2012,KTM,Duke 200,200,black,7,14000,
1500,"Rs. 6,06,900",New,27/6/2016,31939,Kathmandu,Sportsbike,2015,KTM,Duke 390,373,,,,
1501,"Rs. 4,41,900",New,27/6/2016,90590,Kathmandu,Sportsbike,2015,KTM,Duke 200,200,,,,
1502,"Rs. 3,60,000",Used,29/9/2020,12,Lekhnath,Cruiser,2017,Royal Enfield,Classic 350,350,blue,13,22000,
1503,"Rs. 5,30,000",Used,21/9/2020,58,Lalitpur,Cruiser,2019,Royal Enfield,Bullet 350,350,Red,5,7000,From company
1504,"Rs. 3,88,000",Used,27/8/2020,172,Kathmandu,Cruiser,2017,Royal Enfield,Classic 350,350,Silver,84,11800,
1505,"Rs. 3,80,000",Used,13/7/2020,57,Kathmandu,Cruiser,2017,Royal Enfield,Bullet 350,349,Red,89,19000,
1506,"Rs. 3,50,000",Used,6/6/2020,172,Bhairahawa,Cruiser,2017,Royal Enfield,Classic 350,350,Red and Black,36,23000,
1507,"Rs. 3,75,000",Used,21/6/2017,1569,Kathmandu,Cruiser,2015,Royal Enfield,Classic Battle Green,500,Classic Battle Green,71,6000,
1508,"Rs. 4,60,000",Used,9/4/2017,463,Lalitpur,Cruiser,2015,Royal Enfield,Classic Battle Green,500,Classic Battle Green,71,4000,
1509,"Rs. 4,60,000",Used,9/4/2017,94,Lalitpur,Cruiser,2015,Royal Enfield,Classic Battle Green,500,Classic Battle Green,71,4000,
1510,"Rs. 3,65,000",Used,30/3/2017,856,Kathmandu,Cruiser,2015,Royal Enfield,Bullet 350,350,white and black,65,15900,
1511,"Rs. 4,00,000",Used,22/3/2017,150,Pokhara,Cruiser,2016,Royal Enfield,Bullet 350,350,maron red,11,8000,1 year
1512,"Rs. 3,60,000",Used,4/3/2017,503,Kathmandu,Cruiser,2015,Royal Enfield,Bullet 350,350,BLACK,67,30000,
1513,"Rs. 2,90,000",Used,22/2/2017,631,Biratnagar,Cruiser,2013,Royal Enfield,Classic 350,350,silver,14,20000,no
1514,"Rs. 3,40,000",Used,1/3/2017,406,Kathmandu,Cruiser,2013,Royal Enfield,Classic 350,349,Black,55,14000,
1515,"Rs. 3,40,000",Used,4/2/2017,265,Pokhara,Cruiser,2014,Royal Enfield,Classic 350,350,Maroom,9,17500,
1516,"Rs. 4,35,000",Used,31/1/2017,971,Kathmandu,Cruiser,2016,Royal Enfield,Classic 350,350,chestnut,75,540,
1517,"Rs. 4,30,000",Used,25/1/2017,420,Kathmandu,Cruiser,2016,Royal Enfield,Bullet 350,346,Black,77,1500,1 year
1518,"Rs. 3,40,000",Used,23/1/2017,426,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,Black,61,13000,
1519,"Rs. 3,65,000",Used,17/1/2017,617,Kathmandu,Cruiser,2015,Royal Enfield,Bullet 350,350,Black,65,9000,
1520,"Rs. 3,80,000",Used,15/1/2017,243,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,Blue,63,12500,
1521,"Rs. 4,50,000",Used,10/1/2017,715,Lalitpur,Cruiser,2015,Royal Enfield,Classic Battle Green,500,Battle Green,71,3100,
1522,"Rs. 3,55,000",Used,8/1/2017,362,Kathmandu,Cruiser,2014,Royal Enfield,Classic 350,350,black,62,19000,test drive n check to all.
1523,"Rs. 3,50,000",Used,3/1/2017,354,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,Black,61,12700,
1524,"Rs. 3,90,000",Used,3/1/2017,107,Tulsipur,Cruiser,2015,Royal Enfield,Bullet 350,350,Skyblue,70,8000,No
1525,"Rs. 3,90,000",Used,3/1/2017,70,Tulsipur,Cruiser,2015,Royal Enfield,Bullet 350,350,Skyblue,70,8000,No
1526,"Rs. 2,55,000",Used,26/11/2017,887,Jitpur,Cruiser,2013,Royal Enfield,Classic 350,350,silver,24,30000,
1527,"Rs. 4,20,000",Used,24/12/2016,820,Kathmandu,Cruiser,2016,Royal Enfield,Bullet 350,350,Silver,77,600,
1528,"Rs. 3,30,000",Used,3/3/2017,1425,Kathmandu,Cruiser,2013,Royal Enfield,Classic 350,350,Silver,55,22500,N/A
1529,"Rs. 3,50,000",Used,1/12/2016,382,Kathmandu,Cruiser,2011,Royal Enfield,Bullet 350,350,Black,44,45000,
1530,"Rs. 4,50,000",Used,15/11/2016,872,Pokhara,Cruiser,2015,Royal Enfield,Classic Battle Green,500,Green,70,8000,No warranty
1531,"Rs. 3,50,000",Used,30/10/2016,1038,Pokhara,Cruiser,2010,Royal Enfield,Bullet 350,350,Silver,5,,
1532,"Rs. 3,50,000",Used,13/1/2017,855,Kathmandu,Cruiser,2014,Royal Enfield,Classic 500,500,Army,51,21000,
1533,"Rs. 4,05,000",Used,1/10/2016,431,,Cruiser,2014,Royal Enfield,Classic 350,350,lagoon,65,15000,
1534,"Rs. 3,50,000",Used,29/9/2016,679,Kathmandu,Cruiser,2013,Royal Enfield,Bullet 350,350,Black,60,16000,
1535,"Rs. 2,75,000",Used,13/9/2017,547,Lekhnath,Cruiser,2013,Royal Enfield,Bullet 350,350,Silver,8,20000,
1536,"Rs. 3,95,000",Used,5/9/2016,1819,Birtamod,Cruiser,2015,Royal Enfield,Classic 350,350,White,7,10000,
1537,"Rs. 3,95,000",Used,5/9/2016,87,Birtamod,Cruiser,2015,Royal Enfield,Bullet 350,350,White,7,10000,
1538,"Rs. 2,75,000",Used,1/9/2016,788,Waling,Cruiser,2010,Royal Enfield,Bullet 350,358,Silver,11,25000,
1539,"Rs. 3,89,000",Used,25/8/2016,337,Kathmandu,Cruiser,2013,Royal Enfield,Classic 350,350,Silver,57,18000,
1540,"Rs. 3,65,000",Used,19/8/2016,498,Urlabari,Cruiser,2015,Royal Enfield,Bullet 350,350,marron,6,14000,no warranty
1541,"Rs. 4,40,000",Used,19/8/2016,881,Pokhara,Cruiser,2016,Royal Enfield,Classic 500,500,Dessert Strom,9,20000,
1542,"Rs. 4,10,000",Used,19/8/2016,232,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,marum,67,13000,
1543,"Rs. 4,87,000",Used,14/8/2016,502,Kathmandu,Cruiser,2015,Royal Enfield,Classic Chrome,500,Red,65,7300,None
1544,"Rs. 3,50,000",Used,10/8/2016,717,Lamki,Cruiser,2010,Royal Enfield,Bullet 350,350,Black,4,3550,
1545,"Rs. 2,90,000",Used,25/7/2016,1135,Damauli,Cruiser,2009,Royal Enfield,Bullet 350,350,Balck,9,28000,
1546,"Rs. 3,00,000",Used,21/7/2016,1078,Kathmandu,Cruiser,2004,Royal Enfield,Bullet 350,350,Green,17,50000,
1547,"Rs. 3,50,000",Used,5/7/2016,1417,Pokhara,Cruiser,2006,Royal Enfield,Bullet 350,350,Red & White,6,10000,No
1548,"Rs. 3,00,000",Used,4/7/2016,159,Kathmandu,Cruiser,2013,Royal Enfield,Classic 350,350,Black,48,14000,
1549,"Rs. 3,55,000",Used,23/6/2016,449,,Cruiser,2010,Royal Enfield,Bullet 350,350,Silver,39,16500,
1550,"Rs. 3,00,000",Used,23/6/2016,79,Kathmandu,Cruiser,2009,Royal Enfield,Bullet 350,350,black,27,35000,No
1551,"Rs. 5,75,000",Used,22/6/2016,1678,Pokhara,Cafe Racer,2014,Royal Enfield,Continental GT,535,Red,11,3000,
1552,"Rs. 3,50,000",Used,17/6/2016,773,Narayanghat,Cruiser,2009,Royal Enfield,Bullet 350,350,Green,33,33000,
1553,"Rs. 3,60,000",Used,11/6/2016,131,Pokhara,Cruiser,2014,Royal Enfield,Bullet 350,350,black,61,14000,
1554,Rs. 4.00,Used,11/6/2016,123,Pokhara,Cruiser,2014,Royal Enfield,Bullet 350,350,matte black,61,14000,
1555,"Rs. 2,90,000",Used,10/6/2016,1066,Chandrauta,Cruiser,2013,Royal Enfield,Bullet 350,350,red,26,29000,
1556,"Rs. 3,60,000",Used,5/6/2016,851,Kathmandu,Cruiser,2013,Royal Enfield,Bullet 350,350,black,59,9000,till you ride
1557,"Rs. 4,10,000",Used,29/5/2016,703,Kathmandu,Cruiser,2012,Royal Enfield,Classic Battle Green,500,Battle green,51,24500,
1558,"Rs. 2,25,000",Used,4/5/2016,1247,Pokhara,Cruiser,2012,Royal Enfield,Bullet Electra Twinspark,350,silver,9,40000,yes
1559,"Rs. 3,55,000",Used,1/5/2016,542,Bharatpur,Cruiser,2010,Royal Enfield,Bullet 350,350,Magic black.,39,16400,
1560,"Rs. 4,30,000",Used,16/4/2016,699,Banepa,Cruiser,2010,Royal Enfield,Bullet 500,500,Matte Grey,42,19000,none
1561,"Rs. 3,50,000",Used,10/3/2016,1033,Rampur,Cruiser,2013,Royal Enfield,Bullet 500,500,Army,13,14000,Company
1562,"Rs. 3,60,000",Used,2/3/2016,407,Waling,Cruiser,2012,Royal Enfield,Bullet 350,350,Black,32,14000,No
1563,"Rs. 3,65,000",Used,2/3/2016,495,Kathmandu,Cruiser,1991,Royal Enfield,Bullet 350,350,Black,59,18000,
1564,"Rs. 3,40,000",Used,22/2/2016,2390,Bharatpur,Cruiser,2010,Royal Enfield,Bullet 350,350,Silver,43,12000,Yes
1565,"Rs. 3,25,000",Used,18/2/2016,1962,Kathmandu,Cruiser,2012,Royal Enfield,Bullet 350,350,silver,47,20000,no
1566,"Rs. 3,85,000",Used,6/2/2016,437,Pokhara,Cruiser,2014,Royal Enfield,Classic 350,350,Silver,8,12000,
1567,"Rs. 1,90,000",Used,26/1/2016,3204,Bharatpur,Cruiser,2004,Royal Enfield,Bullet 350,350,green,49,29000,
1568,"Rs. 6,00,000",Used,20/1/2016,3084,Kathmandu,Cafe Racer,2014,Royal Enfield,Continental GT,535,Red,61,1000,
1569,"Rs. 4,25,000",Used,6/1/2016,684,Kathmandu,Cruiser,2013,Royal Enfield,Classic Battle Green,500,Green,57,14000,
1570,Rs. 290.00,Used,2/1/2016,822,Kathmandu,Cruiser,2011,Royal Enfield,Bullet 350,350,Mehroon,42,30000,
1571,"Rs. 2,75,000",Used,29/12/2015,1949,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,Silver,52,25000,1 Year in Engine
1572,"Rs. 3,90,000",Used,28/12/2015,214,Pokhara,Cruiser,2014,Royal Enfield,Bullet Electra Twinspark,350,black,63,7000,no
1573,"Rs. 2,95,000",Used,27/12/2015,165,Waling,Cruiser,2011,Royal Enfield,Bullet 350,350,Silver,7,14000,No
1574,"Rs. 3,50,000",Used,27/12/2015,127,Waling,Cruiser,2012,Royal Enfield,Bullet 350,350,Black,32,8000,No
1575,"Rs. 3,30,000",Used,18/12/2015,80,Waling,Cruiser,2011,Royal Enfield,Bullet 350,350,Silver,7,14000,No
1576,"Rs. 4,00,000",Used,6/12/2015,497,Kathmandu,Cruiser,2005,Royal Enfield,Bullet 500,500,black,8960,59000,
1577,"Rs. 3,85,000",Used,19/11/2015,250,Kathmandu,Cruiser,2013,Royal Enfield,Bullet 350,350,silver,53,,
1578,"Rs. 3,20,000",Used,11/11/2015,1275,Kathmandu,Cruiser,2015,Royal Enfield,Bullet 350,350,sliver,51,25690,NO
1579,"Rs. 2,20,000",Used,10/11/2015,1932,Kathmandu,Cruiser,2010,Royal Enfield,Bullet 350,350,Chrome,32,32000,No
1580,"Rs. 3,85,000",Used,1/11/2015,875,Kathmandu,Cruiser,2014,Royal Enfield,Bullet Electra Twinspark,350,Silver,62,7900,Company
1581,"Rs. 2,75,000",Used,29/10/2015,129,Pokhara,Cruiser,2009,Royal Enfield,Bullet 350,350,chrome n black,9,26000,no
1582,"Rs. 2,90,000",Used,12/10/2015,115,Kathmandu,Cruiser,2011,Royal Enfield,Bullet 350,350,Mehroon,42,39000,
1583,"Rs. 2,80,000",Used,8/10/2015,1269,,Cruiser,2005,Royal Enfield,Bullet 350,350,Silver,17,30000,
1584,"Rs. 3,80,000",Used,2/10/2015,604,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,Silver,63,6300,Manufacturer
1585,"Rs. 3,80,000",Used,20/9/2015,562,Birat Chowk,Cruiser,2014,Royal Enfield,Classic 350,350,Maroon,17,10200,Company type
1586,"Rs. 3,80,000",Used,17/9/2015,1879,Kathmandu,Cruiser,2012,Royal Enfield,Classic Battle Green,500,Green,51,16000,
1587,"Rs. 5,75,000",New,8/9/2015,6238,Kathmandu,Cruiser,2015,Royal Enfield,Bullet 500,499,,,,
1588,"Rs. 4,00,000",Used,3/9/2015,727,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,silver,63,8000,
1589,"Rs. 4,10,000",Used,25/8/2015,688,Kathmandu,Cruiser,2014,Royal Enfield,Bullet 350,350,maroon,63,8000,manufactur
1590,"Rs. 3,60,000",Used,25/8/2015,143,Lalitpur,Cruiser,2013,Royal Enfield,Classic 350,350,Black,57,14000,
1591,"Rs. 4,20,000",Used,20/8/2015,1114,Kathmandu,Cruiser,2015,Royal Enfield,Bullet 350,350,White,65,4000,1 Free Service ticket remaining
1592,"Rs. 4,10,000",Used,3/8/2015,932,,Cruiser,2014,Royal Enfield,Classic 350,350,White black,35,6500,
1593,"Rs. 2,80,000",Used,3/8/2015,1299,Kathmandu,Cruiser,2010,Royal Enfield,Classic 350,350,black,42,32000,no
1594,"Rs. 4,10,000",Used,3/8/2015,124,Narayanghat,Cruiser,2014,Royal Enfield,Classic 350,350,Black & white,35,6400,
1595,"Rs. 4,05,000",Used,3/8/2015,134,Narayanghat,Cruiser,2014,Royal Enfield,Classic 350,350,White and black,35,6000,
1596,"Rs. 4,00,000",Used,20/7/2015,130,Butwal,Cruiser,2012,Royal Enfield,Classic Chrome,500,chrome,14,27000,no
1597,"Rs. 5,50,000",Used,17/7/2015,1850,Kathmandu,Cruiser,2014,Royal Enfield,Classic Chrome,500,BLACK,62,500,
1598,"Rs. 3,85,000",Used,17/7/2015,1402,Pokhara,Cruiser,2013,Royal Enfield,Classic 350,350,Black,8,13500,
1599,"Rs. 3,55,000",Used,17/7/2015,112,Kathmandu,Cruiser,2013,Royal Enfield,Classic 350,350,Black,56,17500,
1600,"Rs. 3,55,000",Used,12/7/2015,232,Kathmandu,Cruiser,2015,Royal Enfield,Bullet 350,350,Maroon,54,22000,
1601,"Rs. 3,50,000",Used,8/7/2015,374,Kathmandu,Cruiser,2012,Royal Enfield,Classic 350,350,Silver,54,14000,
1602,"Rs. 3,00,000",Used,8/7/2015,574,Kathmandu,Cruiser,2011,Royal Enfield,Classic 350,350,Silver,46,20000,
1603,"Rs. 2,50,000",Used,7/7/2015,1714,Pokhara,Cruiser,2005,Royal Enfield,Bullet Electra Twinspark,350,Silver,3,25000,
1604,"Rs. 2,90,000",Used,5/7/2015,1858,Kathmandu,Other,2009,Royal Enfield,Other,350,Silver,33,20700,
1605,"Rs. 4,65,000",Used,3/7/2015,3654,Kathmandu,Cruiser,2014,Royal Enfield,Classic 500,500,Army Green,65,5350,
1606,"Rs. 3,40,000",Used,1/7/2015,318,Kathmandu,Cruiser,2010,Royal Enfield,Bullet 350,350,Mehroon,42,35000,
